timestamp,order_ref,item_name,station_id,event_type
1776602877,ord_1488a1e6,Custom Pizza,STN-?,make_complete
1776602883,a2dde6e9,Sausage,STN-1,make_start
1776602883,a2dde6e9,Meat Lovers,STN-1,make_start
1776602883,A2DDE6E9,custom pizza,STN-1,make_start
1776602883,A2DDE6E9,Custom Pizza,STN-1,make_start
1776602969,a2dde6e9,Sausage,STN-?,make_complete
1776602997,A2DDE6E9,Meat Lovers,STN-?,make_complete
1776603022,ord_a2dde6e9,Custom Pizza,STN-?,make_complete
1776603058,ord_a2dde6e9,Custom Pizza,STN-?,make_complete
1776603080,3A5DFDF4,Meat Lovers,STN-4,make_start
1776603202,3a5dfdf4,Meat Lovers,STN-?,make_complete
1776603236,ord_ad63a9f4,Custom Pizza,STN-3,make_start
1776603236,AD63A9F4,Supreme,STN-2,make_start
1776603236,ad63a9f4,Supreme,STN-2,make_start
1776603236,AD63A9F4,Pepperoni,STN-4,make_start
1776603333,AD63A9F4,Custom Pizza,STN-?,make_complete
1776603333,ad63a9f4,Custom Pizza,STN-1,make_start
1776603372,ad63a9f4,Supreme,STN-?,make_complete
1776603372,ord_62d4b325,Supreme,STN-2,make_start
1776603411,AD63A9F4,Supreme,STN-?,make_complete
1776603411,62D4B325,Sausage,STN-2,make_start
1776603433,ord_ad63a9f4,Pepperoni,STN-?,make_complete
1776603433,ord_62d4b325,Sausage,STN-2,make_start
1776603451,ad63a9f4,Custom Pizza,STN-?,make_complete
1776603488,62d4b325,Supreme,STN-?,make_complete
1776603510,ord_62d4b325,Sausage,STN-?,make_complete
1776603532,62D4B325,Sausage,STN-?,make_complete
1776603584,ord_9d2c1ea3,Supreme,STN-4,make_start
1776603743,ord_9d2c1ea3,Supreme,STN-?,make_complete
1776603832,D62079D7,Sausage,STN-4,make_start
1776603832,d62079d7,custom pizza,STN-3,make_start
1776603832,d62079d7,Custom Pizza,STN-1,make_start
1776603832,D62079D7,Sausage,STN-3,make_start
1776603917,D62079D7,Sausage,STN-?,make_complete
1776603917,ord_d62079d7,pepperoni,STN-3,make_start
1776603935,D62079D7,pepperoni,STN-3,make_start
1776603963,D62079D7,Custom Pizza,STN-?,make_complete
1776603984,d62079d7,Sausage,STN-?,make_complete
1776604006,ord_d62079d7,Pepperoni,STN-?,make_complete
1776604024,D62079D7,Pepperoni,STN-?,make_complete
1776604074,ord_09b78652,Supreme,STN-2,make_start
1776604074,09B78652,Meat Lovers,STN-2,make_start
1776604189,ord_91245d6e,Supreme,STN-1,make_start
1776604189,91245D6E,Pepperoni,STN-3,make_start
1776604230,09B78652,Supreme,STN-?,make_complete
1776604230,91245d6e,Cheese,STN-1,make_start
1776604260,09b78652,Meat Lovers,STN-?,make_complete
1776604260,91245d6e,Pepperoni,STN-2,make_start
1776604300,91245D6E,Supreme,STN-?,make_complete
1776604324,27CA1F5D,Pepperoni,STN-2,make_start
1776604324,27CA1F5D,Supreme,STN-2,make_start
1776604340,91245d6e,Cheese,STN-?,make_complete
1776604340,27CA1F5D,custom pizza,STN-3,make_start
1776604359,91245d6e,Pepperoni,STN-?,make_complete
1776604380,ord_27ca1f5d,Pepperoni,STN-?,make_complete
1776604421,27CA1F5D,Supreme,STN-?,make_complete
1776604439,27ca1f5d,Custom Pizza,STN-?,make_complete
1776604486,AC15082A,Custom Pizza,STN-3,make_start
1776604486,ac15082a,Cheese,STN-2,make_start
1776604597,AC15082A,Custom Pizza,STN-?,make_complete
1776604612,AC15082A,Cheese,STN-?,make_complete
1776604708,ord_ba47a14f,Sausage,STN-2,make_start
1776604708,BA47A14F,Custom Pizza,STN-1,make_start
1776604793,BA47A14F,Sausage,STN-?,make_complete
1776604830,ord_ba47a14f,Custom Pizza,STN-?,make_complete
1776604830,ghost_6885,Ghost Pizza,STN-0,make_complete
1776604846,90890B8F,Meat Lovers,STN-1,make_start
1776604846,90890B8F,Sausage,STN-2,make_start
1776604846,ord_90890b8f,Supreme,STN-3,make_start
1776604966,90890B8F,Meat Lovers,STN-?,make_complete
1776604969,be83cca1,Cheese,STN-2,make_start
1776604988,90890B8F,Sausage,STN-?,make_complete
1776605027,90890b8f,Supreme,STN-?,make_complete
1776605046,BE83CCA1,Cheese,STN-?,make_complete
1776605191,ord_2e052742,Veggie,STN-3,make_start
1776605191,2e052742,Cheese,STN-1,make_start
1776605191,ord_2e052742,Veggie,STN-4,make_start
1776605284,14FCA81F,Custom Pizza,STN-2,make_start
1776605325,2e052742,Veggie,STN-?,make_complete
1776605325,ord_14fca81f,Sausage,STN-3,make_start
1776605343,2e052742,Cheese,STN-?,make_complete
1776605377,ord_2e052742,Veggie,STN-?,make_complete
1776605411,14FCA81F,Custom Pizza,STN-?,make_complete
1776605433,14FCA81F,Sausage,STN-?,make_complete
1776605510,3D46147A,Veggie,STN-2,make_start
1776605510,ord_3d46147a,Cheese,STN-2,make_start
1776605510,3D46147A,Veggie,STN-2,make_start
1776605510,3d46147a,Veggie,STN-1,make_start
1776605643,3D46147A,Veggie,STN-?,make_complete
1776605662,ord_3d46147a,Cheese,STN-?,make_complete
1776605672,ord_65f6c09e,Custom Pizza,STN-2,make_start
1776605672,65f6c09e,Meat Lovers,STN-3,make_start
1776605694,3d46147a,Veggie,STN-?,make_complete
1776605694,65F6C09E,Veggie,STN-1,make_start
1776605729,ord_3d46147a,Veggie,STN-?,make_complete
1776605729,65f6c09e,Custom Pizza,STN-4,make_start
1776605753,ord_65f6c09e,Custom Pizza,STN-?,make_complete
1776605793,4008ece9,Sausage,STN-4,make_start
1776605793,4008ECE9,Pepperoni,STN-2,make_start
1776605817,ord_65f6c09e,Veggie,STN-?,make_complete
1776605817,4008ECE9,Supreme,STN-3,make_start
1776605849,65F6C09E,Custom Pizza,STN-?,make_complete
1776605849,ord_4008ece9,Meat Lovers,STN-3,make_start
1776605868,4008ECE9,Sausage,STN-?,make_complete
1776605868,4008ece9,Sausage,STN-4,make_start
1776605889,4008ece9,Pepperoni,STN-?,make_complete
1776605929,4008ece9,Supreme,STN-?,make_complete
1776605959,4008ece9,Meat Lovers,STN-?,make_complete
1776605981,4008ECE9,Sausage,STN-?,make_complete
1776605993,ord_bc09ebcb,pepperoni,STN-4,make_start
1776605993,bc09ebcb,veggie,STN-2,make_start
1776605993,ord_bc09ebcb,Meat Lovers,STN-2,make_start
1776606078,ord_bc09ebcb,Pepperoni,STN-?,make_complete
1776606111,BC09EBCB,Veggie,STN-?,make_complete
1776606142,BC09EBCB,Meat Lovers,STN-?,make_complete
1776606191,E5E0C02F,Sausage,STN-2,make_start
1776606191,E5E0C02F,Pepperoni,STN-4,make_start
1776606191,E5E0C02F,Custom Pizza,STN-1,make_start
1776606277,E5E0C02F,Sausage,STN-?,make_complete
1776606296,e5e0c02f,Pepperoni,STN-?,make_complete
1776606371,554b90b6,Cheese,STN-2,make_start
1776606371,554b90b6,Custom Pizza,STN-2,make_start
1776606371,554B90B6,Custom Pizza,STN-3,make_start
1776606371,554B90B6,Custom Pizza,STN-2,make_start
1776606446,ord_554b90b6,Cheese,STN-?,make_complete
1776606464,ord_554b90b6,Custom Pizza,STN-?,make_complete
1776606489,554B90B6,Custom Pizza,STN-?,make_complete
1776606498,39C47FC7,Supreme,STN-4,make_start
1776606498,39c47fc7,Custom Pizza,STN-1,make_start
1776606498,39c47fc7,Cheese,STN-4,make_start
1776606524,ord_554b90b6,Custom Pizza,STN-?,make_complete
1776606524,39C47FC7,Custom Pizza,STN-1,make_start
1776606561,39c47fc7,Supreme,STN-?,make_complete
1776606561,39c47fc7,Custom Pizza,STN-2,make_start
1776606598,39c47fc7,Custom Pizza,STN-?,make_complete
1776606617,ord_39c47fc7,Cheese,STN-?,make_complete
1776606635,39C47FC7,Custom Pizza,STN-?,make_complete
1776606666,39c47fc7,Custom Pizza,STN-?,make_complete
1776606702,ord_7b091f93,Pepperoni,STN-2,make_start
1776606789,7B091F93,Pepperoni,STN-?,make_complete
1776606866,b927a70d,Sausage,STN-4,make_start
1776606953,b927a70d,Sausage,STN-?,make_complete
1776607084,4B9869D7,Custom Pizza,STN-1,make_start
1776607180,4B9869D7,Custom Pizza,STN-?,make_complete
1776607261,DD0BDC10,Cheese,STN-3,make_start
1776607261,DD0BDC10,Custom Pizza,STN-1,make_start
1776607261,DD0BDC10,custom pizza,STN-1,make_start
1776607334,DD0BDC10,Cheese,STN-?,make_complete
1776607334,DD0BDC10,Pepperoni,STN-2,make_start
1776607376,DD0BDC10,Custom Pizza,STN-?,make_complete
1776607424,DD0BDC10,Custom Pizza,STN-?,make_complete
1776607451,DD0BDC10,Pepperoni,STN-?,make_complete
1776608056,ord_b0a8091d,Cheese,STN-1,make_start
1776608056,ord_b0a8091d,Custom Pizza,STN-2,make_start
1776608056,b0a8091d,Sausage,STN-1,make_start
1776608131,b0a8091d,Cheese,STN-?,make_complete
1776608131,ord_b0a8091d,Custom Pizza,STN-1,make_start
1776608178,b0a8091d,Custom Pizza,STN-?,make_complete
1776608178,b0a8091d,Cheese,STN-3,make_start
1776608205,b0a8091d,Sausage,STN-?,make_complete
1776608205,B0A8091D,Veggie,STN-2,make_start
1776608233,B0A8091D,Custom Pizza,STN-?,make_complete
1776608257,B0A8091D,Cheese,STN-?,make_complete
1776608301,B0A8091D,Veggie,STN-?,make_complete
1776608850,9c332803,Veggie,STN-1,make_start
1776608850,9C332803,Custom Pizza,STN-1,make_start
1776608850,ord_9c332803,Pepperoni,STN-3,make_start
1776608984,9c332803,Veggie,STN-?,make_complete
1776608984,9C332803,cheese,STN-1,make_start
1776609027,9C332803,Custom Pizza,STN-?,make_complete
1776609027,ord_9c332803,Sausage,STN-1,make_start
1776609054,ord_9c332803,Pepperoni,STN-?,make_complete
1776609054,9C332803,Sausage,STN-3,make_start
1776609078,9c332803,Cheese,STN-?,make_complete
1776609106,9C332803,Sausage,STN-?,make_complete
1776609137,9C332803,Sausage,STN-?,make_complete
1776609520,B2E24013,Sausage,STN-2,make_start
1776609520,ord_b2e24013,Sausage,STN-1,make_start
1776609520,B2E24013,Meat Lovers,STN-2,make_start
1776609607,ord_b2e24013,Sausage,STN-?,make_complete
1776609607,b2e24013,Cheese,STN-3,make_start
1776609634,B2E24013,Sausage,STN-?,make_complete
1776609697,B2E24013,Cheese,STN-?,make_complete
1776609987,f9e1c4e6,Meat Lovers,STN-3,make_start
1776609987,F9E1C4E6,Meat Lovers,STN-1,make_start
1776610109,F9E1C4E6,Meat Lovers,STN-?,make_complete
1776610149,f9e1c4e6,Meat Lovers,STN-?,make_complete
1776610149,ghost_2695,Ghost Pizza,STN-0,make_complete
1776610737,ord_dad704dd,Sausage,STN-1,make_start
1776610737,dad704dd,Supreme,STN-1,make_start
1776610737,dad704dd,Sausage,STN-2,make_start
1776610822,DAD704DD,Sausage,STN-?,make_complete
1776610873,dad704dd,Supreme,STN-?,make_complete
1776610901,dad704dd,Sausage,STN-?,make_complete
1776611575,ord_4bffd506,Supreme,STN-3,make_start
1776611575,ord_4bffd506,pepperoni,STN-1,make_start
1776611575,4bffd506,Veggie,STN-2,make_start
1776611733,4BFFD506,Supreme,STN-?,make_complete
1776611733,4BFFD506,Supreme,STN-2,make_start
1776611760,4bffd506,Pepperoni,STN-?,make_complete
1776611805,4bffd506,Veggie,STN-?,make_complete
1776611855,4BFFD506,Supreme,STN-?,make_complete
1776612415,d9674174,Custom Pizza,STN-2,make_start
1776612415,D9674174,Custom Pizza,STN-3,make_start
1776612415,D9674174,pepperoni,STN-2,make_start
1776612549,d9674174,Custom Pizza,STN-?,make_complete
1776612549,D9674174,Pepperoni,STN-3,make_start
1776612591,D9674174,Custom Pizza,STN-?,make_complete
1776612647,D9674174,Pepperoni,STN-?,make_complete
1776612857,ord_b5a66038,Cheese,STN-2,make_start
1776612931,b5a66038,Cheese,STN-?,make_complete
1776613554,7305518E,Custom Pizza,STN-1,make_start
1776613554,7305518E,Custom Pizza,STN-3,make_start
1776613554,7305518e,Custom Pizza,STN-2,make_start
1776613628,7305518E,Custom Pizza,STN-?,make_complete
1776613628,7305518e,Custom Pizza,STN-3,make_start
1776613663,7305518e,Custom Pizza,STN-?,make_complete
1776613663,7305518E,Supreme,STN-2,make_start
1776613687,7305518E,Custom Pizza,STN-?,make_complete
1776613724,7305518E,Custom Pizza,STN-?,make_complete
1776613776,7305518E,Supreme,STN-?,make_complete
1776614272,BA9A9786,cheese,STN-1,make_start
1776614272,BA9A9786,Cheese,STN-2,make_start
1776614272,BA9A9786,Custom Pizza,STN-2,make_start
1776614345,ord_ba9a9786,Cheese,STN-1,make_start
1776614369,BA9A9786,Cheese,STN-?,make_complete
1776614369,ba9a9786,Veggie,STN-3,make_start
1776614403,ba9a9786,Custom Pizza,STN-?,make_complete
1776614427,BA9A9786,Cheese,STN-?,make_complete
1776614469,ord_ba9a9786,Veggie,STN-?,make_complete
1776614702,A9BB736F,Custom Pizza,STN-3,make_start
1776614702,A9BB736F,Supreme,STN-2,make_start
1776614702,A9BB736F,Custom Pizza,STN-3,make_start
1776614812,a9bb736f,Custom Pizza,STN-?,make_complete
1776614812,A9BB736F,Veggie,STN-3,make_start
1776614864,A9BB736F,Supreme,STN-?,make_complete
1776614864,a9bb736f,Pepperoni,STN-3,make_start
1776614904,A9BB736F,Custom Pizza,STN-?,make_complete
1776614904,a9bb736f,Veggie,STN-1,make_start
1776614947,a9bb736f,Veggie,STN-?,make_complete
1776614976,A9BB736F,Pepperoni,STN-?,make_complete
1776615020,a9bb736f,Veggie,STN-?,make_complete
1776615275,466AF981,cheese,STN-3,make_start
1776615275,466AF981,Custom Pizza,STN-2,make_start
1776615275,466AF981,Pepperoni,STN-1,make_start
1776615350,466af981,Cheese,STN-?,make_complete
1776615350,466AF981,Custom Pizza,STN-2,make_start
1776615402,466af981,Custom Pizza,STN-?,make_complete
1776615402,466AF981,Supreme,STN-3,make_start
1776615429,ord_466af981,Pepperoni,STN-?,make_complete
1776615429,466AF981,meat lovers,STN-3,make_start
1776615457,466af981,Custom Pizza,STN-?,make_complete
1776615510,ord_466af981,Supreme,STN-?,make_complete
1776615549,ord_466af981,Meat Lovers,STN-?,make_complete
1776616080,9AB5EB54,Custom Pizza,STN-1,make_start
1776616080,ord_9ab5eb54,Custom Pizza,STN-1,make_start
1776616080,9AB5EB54,Pepperoni,STN-1,make_start
1776616177,9AB5EB54,Custom Pizza,STN-?,make_complete
1776616177,9ab5eb54,Custom Pizza,STN-3,make_start
1776616206,9AB5EB54,Veggie,STN-4,make_start
1776616218,ord_9ab5eb54,Custom Pizza,STN-?,make_complete
1776616218,9ab5eb54,veggie,STN-2,make_start
1776616277,ord_9ab5eb54,Custom Pizza,STN-?,make_complete
1776616311,9AB5EB54,Veggie,STN-?,make_complete
